rowid,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
780,2045,Lorelei (Asgardian) (Earth-616),\/Lorelei_(Asgardian)_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,48,Nov-83,1983
781,39551,Grace Powell (Earth-616),\/Grace_Powell_(Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,48,Mar-91,1991
782,41542,Rick Sheridan (Earth-616),\/Rick_Sheridan_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Light Brown Hair,Male Characters,,Living Characters,48,Jun-91,1991
783,19524,Frances Barrison (Earth-616),\/Frances_Barrison_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blue Hair,Female Characters,,Living Characters,48,May-93,1993
784,437739,Shirley Washington (Earth-616),\/Shirley_Washington_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,48,Jan-96,1996
785,32384,Tsu-Zana (Earth-616),\/Tsu-Zana_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,48,Nov-96,1996
786,2296,Richard Gilmore (Earth-616),\/Richard_Gilmore_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,48,Sep-98,1998
787,5493,Tarene (Earth-616),\/Tarene_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,48,Apr-00,2000
788,51530,Melati Kusuma (Earth-616),\/Melati_Kusuma_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,48,May-07,2007
789,165982,Jonas Graymalkin (Earth-616),\/Jonas_Graymalkin_(Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,Homosexual Characters,Living Characters,48,Jun-08,2008
790,103136,Thakorr (Earth-616),\/Thakorr_(Earth-616),No Dual Identity,Bad Characters,,No Hair,Male Characters,,Deceased Characters,48,,
791,1220,Ulysses Bloodstone (Earth-616),\/Ulysses_Bloodstone_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,47,Feb-60,1960
792,1275,Jack Pulver (Earth-616),\/Jack_Pulver_(Earth-616),Secret Identity,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,47,Sep-62,1962
793,1749,Maxwell Markham (Earth-616),\/Maxwell_Markham_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,47,Dec-74,1974
794,16582,Baron Karza (Earth-616),\/Baron_Karza_(Earth-616),No Dual Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,47,Jan-79,1979
795,3560,Lindsay McCabe (Earth-616),\/Lindsay_McCabe_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,47,May-79,1979
796,11951,Colin Hume (Earth-616),\/Colin_Hume_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,47,Aug-90,1990
797,443826,Jason Powell (Earth-616),\/Jason_Powell_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,47,Mar-91,1991
798,18821,Martha Johansson (Earth-616),\/Martha_Johansson_(Earth-616),Secret Identity,Good Characters,,No Hair,Female Characters,,Living Characters,47,Nov-01,2001
799,12123,Regan Wyngarde (Earth-616),\/Regan_Wyngarde_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,47,Dec-01,2001
800,24437,Michael Pointer (Earth-616),\/Michael_Pointer_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,47,Apr-06,2006
801,128727,Jerry Sledge (Earth-616),\/Jerry_Sledge_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,47,Jul-08,2008
802,28540,John Grey (Earth-616),\/John_Grey_(Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,,Deceased Characters,46,May-64,1964
803,163211,Jonathan Murdock (Earth-616),\/Jonathan_Murdock_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Deceased Characters,46,Apr-64,1964
804,298155,Nicholas Bromwell (Earth-616),\/Nicholas_Bromwell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,46,Feb-64,1964
805,2276,Edgar Plunder (Earth-616),\/Edgar_Plunder_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Grey Hair,Male Characters,,Living Characters,46,Jan-66,1966
806,19504,Vanessa Fisk (Earth-616),\/Vanessa_Fisk_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,46,Mar-69,1969
807,42789,Lissa Russell (Earth-616),\/Lissa_Russell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,46,Feb-72,1972
808,1085,Wundarr (Earth-616),\/Wundarr_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,46,Oct-73,1973
809,50084,Bertrand Crawley (Earth-616),\/Bertrand_Crawley_(Earth-616),No Dual Identity,,,White Hair,Male Characters,,Living Characters,46,Jun-76,1976
810,21362,Beverly Switzler (Earth-616),\/Beverly_Switzler_(Earth-616),No Dual Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,46,Jan-76,1976
811,1838,Stephanie Hunter (Earth-616),\/Stephanie_Hunter_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,46,Nov-80,1980
812,37427,Rachel Carpenter (Earth-616),\/Rachel_Carpenter_(Earth-616),Public Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,46,Jan-87,1987
813,26874,Francis Ketch (Earth-616),\/Francis_Ketch_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,46,May-90,1990
814,633008,Jonathan Powell (Earth-616),\/Jonathan_Powell_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,46,Mar-91,1991
815,1310,Cerise (Earth-616),\/Cerise_(Earth-616),Secret Identity,Good Characters,Violet Eyes,Black Hair,Female Characters,,Living Characters,46,Jan-92,1992
816,270696,Jake Olson (Duplicate) (Earth-616),\/Jake_Olson_(Duplicate)_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,46,Aug-98,1998
817,2415,Myles Alfred (Earth-616),\/Myles_Alfred_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Deceased Characters,46,Aug-01,2001
818,14470,Gertrude Yorkes (Earth-616),\/Gertrude_Yorkes_(Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,46,Jul-03,2003
819,31566,Alexander Aaron (Earth-616),\/Alexander_Aaron_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,46,Mar-06,2006
820,492392,Kubark (Earth-616),\/Kubark_(Earth-616),Public Identity,Good Characters,Red Eyes,Red Hair,Male Characters,,Living Characters,46,Dec-11,2011
821,1499,Elihas Starr (Earth-616),\/Elihas_Starr_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,45,Dec-62,1962
822,92112,James Wilson (Earth-616),\/James_Wilson_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,45,Sep-70,1970
823,35499,Claire Temple (Earth-616),\/Claire_Temple_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,45,Aug-72,1972
824,1518,Eon (Earth-616),\/Eon_(Earth-616),Secret Identity,,Red Eyes,Brown Hair,,,Living Characters,45,Sep-73,1973
825,5399,Stuart Clarke (Earth-616),\/Stuart_Clarke_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,45,Apr-76,1976
826,2090,Malekith (Earth-616),\/Malekith_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,45,Jun-84,1984
827,17454,Oswald Silkworth (Earth-616),\/Oswald_Silkworth_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,45,Feb-84,1984
828,7235,Jesse Aaronson (Earth-616),\/Jesse_Aaronson_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,45,Oct-98,1998
829,2603,Miranda Leevald (Earth-616),\/Miranda_Leevald_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Black Hair,Female Characters,Bisexual Characters,Living Characters,45,Dec-01,2001
830,31443,Angela del Toro (Earth-616),\/Angela_del_Toro_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,45,Feb-03,2003
831,1762,Laurie Collins (Earth-616),\/Laurie_Collins_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,45,Aug-03,2003
832,21052,Gabriel Summers (Earth-616),\/Gabriel_Summers_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,45,Jan-06,2006
833,61995,Miek (Earth-616),\/Miek_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Deceased Characters,45,Apr-06,2006
834,46986,Joseph Green (Earth-616),\/Joseph_Green_(Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,45,May-07,2007
835,126872,Maki Matsumoto (Earth-616),\/Maki_Matsumoto_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,45,Nov-08,2008
836,12808,Mark Todd (Earth-616),\/Mark_Todd_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,44,Mar-41,1941
837,7181,Robert Baxter (Earth-616),\/Robert_Baxter_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,44,Nov-44,1944
838,15058,Mordred (Earth-616),\/Mordred_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,44,May-55,1955
839,2279,Alexander Gentry (Earth-616),\/Alexander_Gentry_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,44,Oct-63,1963
840,1848,Idunn (Earth-616),\/Idunn_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,44,Mar-65,1965
841,2030,Ahmet Abdol (Earth-616),\/Ahmet_Abdol_(Earth-616),Public Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,44,Mar-69,1969
842,46766,Jackson Norriss (Earth-616),\/Jackson_Norriss_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,44,Apr-70,1970
843,37422,Rafael Scarfe (Earth-616),\/Rafael_Scarfe_(Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,44,Aug-75,1975
844,1103,Arishem (Earth-616),\/Arishem_(Earth-616),No Dual Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,44,Aug-76,1976
845,1135,John Falsworth (Earth-616),\/John_Falsworth_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,44,Jul-76,1976
846,4610,Eshu (Earth-616),\/Eshu_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,44,Sep-83,1983
847,4182,Erg (Earth-616),\/Erg_(Earth-616),Secret Identity,Neutral Characters,One Eye,Black Hair,Male Characters,,Living Characters,44,Jul-85,1985
848,5707,James Bourne (Earth-616),\/James_Bourne_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,,Male Characters,,Living Characters,44,Oct-86,1986
849,22362,Abraham Zimmer (Earth-616),\/Abraham_Zimmer_(Earth-616),,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,44,Jun-87,1987
850,2249,Laura Dean (Earth-616),\/Laura_Dean_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,44,Jul-87,1987
851,16750,Whitman Knapp (Earth-616),\/Whitman_Knapp_(Earth-616),Secret Identity,,,Strawberry Blond Hair,Male Characters,,Living Characters,44,Feb-87,1987
852,3933,Christopher Bradley (Earth-616),\/Christopher_Bradley_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,44,Oct-95,1995
853,89127,Blind Al (Althea) (Earth-616),\/Blind_Al_(Althea)_(Earth-616),Secret Identity,Good Characters,,White Hair,Female Characters,,Living Characters,44,Jan-97,1997
854,14412,Void (Dark Sentry) (Earth-616),\/Void_(Dark_Sentry)_(Earth-616),Secret Identity,Bad Characters,Orange Eyes,Black Hair,Male Characters,,Deceased Characters,44,Sep-00,2000
855,30883,Brightwind (Earth-616),\/Brightwind_(Earth-616),,,Red Eyes,Black Hair,Male Characters,,Living Characters,44,,
856,2341,Red Raven (Liberty Legion) (Earth-616),\/Red_Raven_(Liberty_Legion)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,43,Aug-40,1940
857,1429,Roger Aubrey (Earth-616),\/Roger_Aubrey_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,Homosexual Characters,Living Characters,43,Mar-43,1943
858,28541,Elaine Grey (Earth-616),\/Elaine_Grey_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,,Deceased Characters,43,May-64,1964
859,1578,Milos Masaryk (Earth-616),\/Milos_Masaryk_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,43,Aug-64,1964
860,15998,Vera Cantor (Earth-616),\/Vera_Cantor_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,43,Apr-66,1966
861,183246,Noah Black (Earth-616),\/Noah_Black_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,43,Jul-68,1968
862,26394,Charles Barton (Earth-616),\/Charles_Barton_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,43,May-69,1969
863,1831,Howard Stark (Earth-616),\/Howard_Stark_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,43,Aug-70,1970
864,23127,Martine Bancroft (Earth-616),\/Martine_Bancroft_(Earth-616),,,Red Eyes,Blond Hair,Female Characters,,Deceased Characters,43,Nov-71,1971
865,2657,Hildegarde (Earth-616),\/Hildegarde_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,43,Jan-72,1972
866,55707,Lincoln Slade (Earth-616),\/Lincoln_Slade_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,43,Jan-72,1972
867,53824,Richard Rory (Earth-616),\/Richard_Rory_(Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,43,Feb-74,1974
868,7414,Wilhelm Lohmer (Earth-616),\/Wilhelm_Lohmer_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,43,Jun-75,1975
869,1360,Jackson Day (Earth-616),\/Jackson_Day_(Earth-616),Secret Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Living Characters,43,Dec-76,1976
870,2369,Thursday Rubinstein (Earth-616),\/Thursday_Rubinstein_(Earth-616),Secret Identity,Bad Characters,,No Hair,Female Characters,,Living Characters,43,Feb-76,1976
871,494896,Slug (Microverse) (Earth-616),\/Slug_(Microverse)_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,43,Apr-79,1979
872,1155,Belasco (Earth-616),\/Belasco_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,43,Feb-82,1982
873,1498,Edward Lavell (Earth-616),\/Edward_Lavell_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,43,Apr-83,1983
874,15272,Frank Simpson (Earth-616),\/Frank_Simpson_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,43,Jul-86,1986
875,1382,Silas Burr (Earth-616),\/Silas_Burr_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,43,Sep-91,1991
876,2491,Carolyn Trainer (Earth-616),\/Carolyn_Trainer_(Earth-616),Secret Identity,Bad Characters,,Pink Hair,Female Characters,,Living Characters,43,Sep-95,1995
877,17457,Carlos LaMuerto (Earth-616),\/Carlos_LaMuerto_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,43,Jan-97,1997
878,19546,Milla Donovan (Earth-616),\/Milla_Donovan_(Earth-616),Public Identity,Good Characters,White Eyes,Black Hair,Female Characters,,Living Characters,43,Mar-03,2003
879,16464,Tomi Shishido (Earth-616),\/Tomi_Shishido_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,43,Dec-04,2004
880,514255,Samuel Alexander (Earth-616),\/Samuel_Alexander_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,43,Jan-12,2012
881,242490,Leila Taylor (Earth-616),\/Leila_Taylor_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,42,Aug-71,1971
882,42788,Buck Cowan (Earth-616),\/Buck_Cowan_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,42,Jun-72,1972
883,2095,Katerina van Horn (Earth-616),\/Katerina_van_Horn_(Earth-616),Public Identity,,Blue Eyes,Red Hair,Female Characters,Homosexual Characters,Living Characters,42,Apr-73,1973
884,65379,Lei-Kung (Earth-616),\/Lei-Kung_(Earth-616),Secret Identity,Good Characters,Black Eyes,Bald,Male Characters,,Living Characters,42,Jul-74,1974
885,2025,Lilith Drake (Earth-616),\/Lilith_Drake_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,Black Hair,Female Characters,,Living Characters,42,Jun-74,1974
886,39470,Gwendolyne Stacy (Clone) (Earth-616),\/Gwendolyne_Stacy_(Clone)_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,42,Mar-75,1975
887,2442,Grannz (Earth-616),\/Grannz_(Earth-616),Secret Identity,Neutral Characters,Orange Eyes,Orange Hair,Male Characters,,Living Characters,42,Oct-77,1977
888,2044,Lord Chaos (Earth-616),\/Lord_Chaos_(Earth-616),,Good Characters,,No Hair,,,Living Characters,42,Dec-77,1977
889,1069,Andromeda Attumasen (Earth-616),\/Andromeda_Attumasen_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Auburn Hair,Female Characters,,Living Characters,42,May-85,1985
890,1773,Blackheart (Earth-616),\/Blackheart_(Earth-616),No Dual Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,42,Sep-89,1989
891,2337,Pantu Hurageb (Earth-616),\/Pantu_Hurageb_(Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,42,Feb-90,1990
892,18189,Walter Charles (Earth-616),\/Walter_Charles_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,42,Apr-90,1990
893,10207,Doreen Green (Earth-616),\/Doreen_Green_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,42,Dec-91,1991
894,16557,Peter Hunter (Earth-616),\/Peter_Hunter_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,42,Feb-91,1991
895,129903,Algernon Crowe (Earth-616),\/Algernon_Crowe_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,42,Jul-92,1992
896,3978,Justine Hammer (Earth-616),\/Justine_Hammer_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,42,Jun-97,1997
897,2352,Johnathon Gallo (Earth-616),\/Johnathon_Gallo_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Silver Hair,Male Characters,,Living Characters,42,Sep-98,1998
898,5686,Maria de Guadalupe Santiago (Earth-616),\/Maria_de_Guadalupe_Santiago_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,42,Sep-98,1998
899,12235,Elsa Bloodstone (Earth-616),\/Elsa_Bloodstone_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,42,Dec-01,2001
900,34071,Thor Odinson (Ragnarok) (Earth-616),\/Thor_Odinson_(Ragnarok)_(Earth-616),Public Identity,Neutral Characters,Red Eyes,Bald,Male Characters,,Living Characters,42,Sep-06,2006
901,53308,Roger Brokeridge (Earth-616),\/Roger_Brokeridge_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Blond Hair,Male Characters,,Living Characters,42,May-07,2007
902,11798,Phineas Horton (Earth-616),\/Phineas_Horton_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,41,Oct-39,1939
903,547402,Marie Lathrop (Earth-616),\/Marie_Lathrop_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,41,Dec-48,1948
904,1262,Byrrah (Earth-616),\/Byrrah_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,41,Aug-54,1954
905,1605,Orka (Earth-616),\/Orka_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,41,Mar-70,1970
906,1609,Grom (Earth-616),\/Grom_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Red Hair,Male Characters,,Living Characters,41,Aug-71,1971
907,35497,Noah Burstein (Earth-616),\/Noah_Burstein_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,41,Jun-72,1972
908,36987,Lin Sun (Earth-616),\/Lin_Sun_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,41,Apr-74,1974
909,2716,Daniel Berkhart (Earth-616),\/Daniel_Berkhart_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,41,Feb-75,1975
910,2331,Ransak (Earth-616),\/Ransak_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,41,Feb-77,1977
911,1926,Simon Maddicks (Earth-616),\/Simon_Maddicks_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,41,Jan-77,1977
912,116397,Iann-23 (Earth-616),\/Iann-23_(Earth-616),Public Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,41,Jan-82,1982
913,1594,Obadiah Stane (Earth-616),\/Obadiah_Stane_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,41,Oct-82,1982
914,2124,Martin Preston (Earth-616),\/Martin_Preston_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,41,Jan-86,1986
915,19217,Nick Katzenberg (Earth-616),\/Nick_Katzenberg_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,41,May-89,1989
916,177132,Richard Parker (Simulcrum) (Earth-616),\/Richard_Parker_(Simulcrum)_(Earth-616),,,,,Male Characters,,Deceased Characters,41,Jun-92,1992
917,62400,Century (Alien) (Earth-616),\/Century_(Alien)_(Earth-616),Secret Identity,Good Characters,White Eyes,White Hair,Male Characters,,Living Characters,41,Jul-94,1994
918,1321,Charles Burlingame (Earth-616),\/Charles_Burlingame_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,41,Oct-98,1998
919,7140,Kuan-Yin Xorn (Earth-616),\/Kuan-Yin_Xorn_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,41,Sep-01,2001
920,35896,Juston Seyfert (Earth-616),\/Juston_Seyfert_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,,Deceased Characters,41,Jun-03,2003
921,20754,Sally Floyd (Earth-616),\/Sally_Floyd_(Earth-616),No Dual Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,41,Jan-06,2006
922,346444,Gunna Sijurvald (Earth-616),\/Gunna_Sijurvald_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,41,Aug-10,2010
923,259919,Geoffrey Vandergill (Earth-616),\/Geoffrey_Vandergill_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,40,Jun-41,1941
924,259923,Washington Jones (Earth-616),\/Washington_Jones_(Earth-616),Secret Identity,Good Characters,,White Hair,Male Characters,,Deceased Characters,40,Jun-41,1941
925,2644,Phoebus Apollo (Earth-616),\/Phoebus_Apollo_(Earth-616),,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,40,Aug-48,1948
926,1497,Leopold Stryke (Earth-616),\/Leopold_Stryke_(Earth-616),Public Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,,Deceased Characters,40,Sep-63,1963
927,2734,Raymond Bloch (Earth-616),\/Raymond_Bloch_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,40,Mar-64,1964
928,21486,Mendel Stromm (Earth-616),\/Mendel_Stromm_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,40,Jun-66,1966
929,13462,Recorder 211 (Earth-616),\/Recorder_211_(Earth-616),Secret Identity,Neutral Characters,,Bald,Male Characters,,Living Characters,40,Sep-66,1966
930,24592,Yon-Rogg (Earth-616),\/Yon-Rogg_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,40,Dec-67,1967
931,1134,Barbarus (Earth-616),\/Barbarus_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,40,Nov-69,1969
932,1537,Zarathos (Earth-616),\/Zarathos_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,40,Aug-72,1972
933,1050,Ajak (Earth-616),\/Ajak_(Earth-616),Secret Identity,,Grey Eyes,Black Hair,Male Characters,,Living Characters,40,Aug-76,1976
934,28858,Araki (Earth-616),\/Araki_(Earth-616),No Dual Identity,Neutral Characters,Gold Eyes,White Hair,Female Characters,,Deceased Characters,40,Feb-78,1978
935,242238,Munin (Earth-616),\/Munin_(Earth-616),,Good Characters,Black Eyes,,Male Characters,,Living Characters,40,Aug-78,1978
936,1759,Sybil Dvorak (Earth-616),\/Sybil_Dvorak_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Bisexual Characters,Living Characters,40,Jan-79,1979
937,18866,Daniel Leighton (Earth-616),\/Daniel_Leighton_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,40,Jan-80,1980
938,2598,Johnathon Ohnn (Earth-616),\/Johnathon_Ohnn_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,40,Jan-85,1985
